inning,ball,wickets_so_far,balls_in_partnership,runs_so_far,run_rate_last_5_overs,balls_since_last_boundary,boundary_this_over,wicket_this_over,strike_rate,bowling_average,batting_average,bowling_strike_rate,required_run_rate,big_moment
2,45.4,8,2,229,5.0,5,0,0,35.46,46.92,4.8,56.1,11.739130434782606,0
2,45.5,8,3,230,5.0,6,0,0,86.98,46.92,16.07,56.1,11.777777777777779,0
2,45.6,8,4,231,5.2,7,0,0,35.46,46.92,4.8,56.1,11.818181818181822,0
2,46.1,8,5,232,5.4,8,1,0,35.46,28.2,4.8,28.4,13.076923076923082,1
2,46.2,8,6,232,5.2,9,1,0,35.46,28.2,4.8,28.4,13.421052631578958,1
2,46.3,8,7,233,5.2,10,1,0,86.98,28.2,16.07,28.4,13.513513513513503,1
2,46.4,8,8,239,6.2,0,0,0,86.98,28.2,16.07,28.4,12.222222222222218,0
2,46.5,8,9,239,6.0,1,0,0,86.98,28.2,16.07,28.4,12.571428571428571,0
2,46.6,8,10,241,6.4,2,0,0,86.98,28.2,16.07,28.4,12.352941176470594,0
2,47.1,8,11,242,6.6,3,0,1,86.98,35.4,16.07,39.6,14.137931034482765,1
2,47.2,8,12,244,6.8,4,0,1,86.98,35.4,16.07,39.6,13.928571428571443,1
2,47.3,9,0,244,6.8,5,0,0,35.46,35.4,4.8,39.6,14.444444444444429,0
2,47.4,9,1,245,7.0,6,0,0,81.66,35.4,7.55,39.6,14.615384615384608,0
2,47.5,9,2,246,7.2,7,0,0,35.46,35.4,4.8,39.6,14.8,0
2,47.6,9,3,247,7.4,8,0,0,81.66,35.4,7.55,39.6,15.000000000000009,0
2,48.1,9,4,248,6.4,9,0,1,81.66,34.26,7.55,37.7,18.421052631578963,1
2,48.2,9,5,252,7.2,0,0,1,81.66,34.26,7.55,37.7,17.22222222222225,1
2,48.3,9,6,253,7.0,1,0,1,35.46,34.26,4.8,37.7,17.64705882352938,1
2,48.4,9,7,253,6.8,2,0,1,35.46,34.26,4.8,37.7,18.749999999999982,1
